Region,Sector,Year,Value,Unnamed: 4,Unit,Source,Updated at,Updated by
IT,Buildings,2020,0.97,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,Buildings,2021,0.97,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,Buildings,2025,0.97,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,Buildings,2030,0.92,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,Buildings,2035,0.87,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,Buildings,2040,0.82,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,Buildings,2045,0.78,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,Buildings,2050,0.73,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,Buildings,2055,0.73,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,Buildings,2060,0.73,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,Buildings,2018,1,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,Buildings,2020,1,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,Buildings,2021,1,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,Buildings,2025,1,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,Buildings,2030,0.95,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,Buildings,2035,0.9,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,Buildings,2040,0.85,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,Buildings,2045,0.8,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,Buildings,2050,0.75,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,Buildings,2055,0.75,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,Buildings,2060,0.75,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,Buildings,2018,0.99,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,Buildings,2020,0.99,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,Buildings,2021,0.99,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,Buildings,2025,0.99,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,Buildings,2030,0.94,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,Buildings,2035,0.89,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,Buildings,2040,0.84,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,Buildings,2045,0.79,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,Buildings,2050,0.74,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,Buildings,2055,0.74,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,Buildings,2060,0.74,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,Buildings,2018,0.86,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,Buildings,2020,0.86,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,Buildings,2021,0.86,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,Buildings,2025,0.86,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,Buildings,2030,0.82,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,Buildings,2035,0.77,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,Buildings,2040,0.73,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,Buildings,2045,0.69,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,Buildings,2050,0.65,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,Buildings,2055,0.65,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LV,Buildings,2060,0.65,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Buildings,2018,0.79,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Buildings,2020,0.79,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Buildings,2021,0.79,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Buildings,2025,0.79,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Buildings,2030,0.75,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Buildings,2035,0.71,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Buildings,2040,0.67,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Buildings,2045,0.63,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Buildings,2050,0.59,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Buildings,2055,0.59,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,Buildings,2060,0.59,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Buildings,2018,0.86,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Buildings,2020,0.86,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),19.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Buildings,2021,0.86,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),19.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Buildings,2025,0.86,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),19.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Buildings,2030,0.82,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),19.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Buildings,2035,0.77,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),19.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Buildings,2040,0.73,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),19.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Buildings,2045,0.69,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),19.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Buildings,2050,0.65,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),19.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Buildings,2055,0.65,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),19.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,Buildings,2060,0.65,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),19.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Buildings,2018,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Buildings,2020,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Buildings,2021,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NONEU_Balkan,Buildings,2025,0,,PJ,European Commission: District heating and cooling in the European Union (see assumption and/or calculation file),10.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
